shopid,buyerid,register_date,country
2946,2868,7/7/2018,SG
2647,4126,9/9/2018,PH
2185,3560,9/10/2020,MY
2973,1227,12/14/2019,ID
2178,4639,3/15/2020,SZ
2377,2110,8/24/2018,SG
2789,2063,12/17/2018,SG
2528,3144,12/21/2019,MY
2078,4752,6/25/2018,SZ
2003,3172,7/31/2019,MY
2052,2246,5/10/2020,SG
2471,1069,11/14/2019,ID
2203,4757,8/17/2021,SZ
2542,3761,8/7/2020,MY
2227,4249,7/3/2018,PH
2121,3180,11/3/2020,MY
2942,2291,7/19/2019,SG
2302,4671,12/16/2019,SZ
2484,1777,5/17/2021,ID
2723,2256,12/29/2021,SG
2563,2274,10/13/2019,SG
2698,3461,12/27/2020,MY
2554,4397,2/19/2020,PH
2737,1385,8/24/2021,ID
2922,1974,9/8/2021,ID
2681,3438,3/10/2018,MY
2870,1177,8/31/2019,ID
2174,1965,8/19/2020,ID
2561,1844,3/14/2018,ID
2219,4729,9/6/2020,SZ
2320,3798,11/9/2019,MY
2746,2224,11/2/2020,SG
2041,1019,9/17/2020,ID
2446,1977,4/5/2021,ID
2340,2957,11/27/2018,SG
2968,1957,8/9/2021,ID
2424,1423,8/7/2021,ID
2710,1239,7/30/2018,ID
2187,3933,11/14/2019,MY
2403,1937,8/23/2020,ID
2956,3687,10/19/2019,MY
2876,1713,1/23/2018,ID
2484,4640,12/5/2019,SZ
2181,1608,8/19/2021,ID
2803,2079,9/9/2019,SG
2448,1751,11/18/2020,ID
2101,2932,7/30/2020,SG
2102,2342,4/30/2018,SG
2389,3909,9/25/2019,MY
2344,2566,6/26/2021,SG
2860,2017,6/15/2020,SG
2467,2097,3/31/2020,SG
2788,4174,5/26/2021,PH
2377,2164,12/13/2021,SG
2766,3063,11/22/2019,MY
2809,3900,5/12/2019,MY
2967,4044,1/24/2021,PH
2176,4990,5/30/2020,SZ
2845,2833,8/9/2020,SG
2332,2058,2/18/2019,SG
2384,2864,3/1/2020,SG
2230,2142,2/2/2019,SG
2132,4111,10/15/2019,PH
2596,4691,10/19/2020,SZ
2932,2280,6/22/2019,SG
2040,1634,11/16/2020,ID
2017,1618,9/27/2021,ID
2177,1454,6/18/2021,ID
2787,4094,1/24/2021,PH
2933,2324,9/7/2019,SG
2834,1529,8/8/2021,ID
2955,2302,10/23/2021,SG
2468,3781,6/11/2020,MY
2741,1866,1/11/2021,ID
2412,3307,7/9/2021,MY
2879,1494,6/20/2020,ID
2445,3474,7/12/2018,MY
2185,3839,11/23/2018,MY
2599,4328,7/4/2021,PH
2312,3952,7/7/2021,MY
2674,3651,2/14/2021,MY
2361,3529,3/4/2020,MY
2490,1436,5/10/2018,ID
2004,2435,11/5/2021,SG
2873,4431,8/25/2020,PH
2047,1657,4/23/2019,ID
2573,4319,1/6/2018,PH
2022,2850,11/20/2018,SG
2950,4752,9/13/2021,SZ
2035,3585,11/20/2020,MY
2183,2375,7/8/2019,SG
2736,3723,1/8/2018,MY
2489,2999,9/14/2020,SG
2699,3811,11/24/2018,MY
2668,4821,11/12/2021,SZ
2786,4201,5/8/2020,PH
2140,2333,8/4/2020,SG
2196,3311,12/2/2019,MY
2568,2777,3/26/2019,SG
2386,2228,11/18/2021,SG
2262,2034,6/30/2018,SG
2340,4220,8/13/2018,PH
2434,4836,9/8/2019,SZ
2845,1826,7/2/2020,ID
2390,4058,2/10/2019,PH
2172,3678,8/16/2021,MY
2984,3612,12/23/2021,MY
2114,4459,4/1/2020,PH
2380,4640,5/31/2018,SZ
2214,3004,8/16/2018,MY
2884,3978,9/9/2019,MY
2408,2609,11/17/2019,SG
2946,3805,12/13/2020,MY
2711,1415,5/10/2020,ID
2274,1808,2/13/2021,ID
2699,3707,1/4/2018,MY
2530,2374,7/29/2019,SG
2848,1370,8/13/2021,ID
2248,2697,1/7/2019,SG
2228,3902,4/6/2021,MY
2018,1402,11/14/2020,ID
2946,2673,2/10/2018,SG
2545,4832,9/27/2021,SZ
2329,2774,5/24/2020,SG
2737,2121,4/10/2018,SG
2350,3481,10/1/2021,MY
2059,4692,3/16/2020,SZ
2533,2103,8/27/2019,SG
2454,1827,4/3/2019,ID
2920,4981,9/2/2021,SZ
2159,3930,7/24/2021,MY
2210,2089,7/12/2020,SG
2073,1392,11/29/2019,ID
2559,1125,11/11/2021,ID
2280,2395,12/20/2018,SG
2889,2186,3/2/2021,SG
2825,4245,6/23/2020,PH
2430,4244,6/23/2021,PH
2240,1860,3/6/2019,ID
2583,2271,3/8/2019,SG
2762,1303,9/23/2021,ID
2762,4247,7/2/2020,PH
2489,1434,10/19/2021,ID
2545,3941,9/13/2018,MY
2338,1586,11/10/2018,ID
2787,2015,6/17/2020,SG
2517,2144,10/11/2020,SG
2065,2671,11/8/2019,SG
2757,1899,2/17/2021,ID
2136,4420,5/26/2021,PH
2866,4633,3/25/2021,SZ
2720,3748,6/17/2020,MY
2877,3036,10/25/2018,MY
2449,3990,9/2/2020,MY
2038,2715,4/13/2019,SG
2677,1028,3/19/2020,ID
2862,1727,10/29/2019,ID
2929,4007,1/29/2018,PH
2800,4811,9/6/2018,SZ
2799,3093,12/2/2021,MY
2559,4841,11/5/2019,SZ
2489,1819,10/5/2018,ID
2472,2760,1/1/2019,SG
2541,3786,4/5/2020,MY
2234,3012,3/19/2019,MY
2045,4515,12/3/2021,SZ
2570,2596,12/30/2021,SG
2359,1928,10/3/2021,ID
2660,4280,1/5/2021,PH
2713,3500,1/31/2018,MY
2233,2081,3/13/2019,SG
2376,1820,1/12/2018,ID
2687,2598,6/13/2021,SG
2943,1422,1/2/2020,ID
2528,3039,5/24/2019,MY
2088,1025,12/14/2018,ID
2257,2634,9/7/2021,SG
2168,1445,7/9/2020,ID
2094,4496,9/21/2020,PH
2490,4281,9/30/2019,PH
2727,2206,2/8/2018,SG
2398,2149,8/6/2019,SG
2380,3770,9/15/2021,MY
2046,4998,2/14/2021,SZ
2166,4846,6/6/2018,SZ
2605,2568,8/19/2018,SG
2078,1198,2/24/2019,ID
2185,4174,9/17/2019,PH
2726,4601,2/6/2018,SZ
2740,3859,7/26/2021,MY
2226,2606,7/26/2021,SG
2279,2762,7/12/2019,SG
2428,1344,10/8/2021,ID
2579,4429,7/10/2021,PH
2516,3163,7/12/2018,MY
2184,2393,6/23/2021,SG
2930,4915,1/22/2021,SZ
2042,2959,11/30/2020,SG
2890,3006,5/13/2019,MY
2586,3375,6/17/2021,MY
2978,4591,9/14/2021,SZ
2257,2159,10/10/2019,SG
2822,4736,8/19/2019,SZ
2300,1177,5/25/2021,ID
2942,3718,6/28/2019,MY
2345,4412,9/26/2018,PH
2988,3939,2/9/2020,MY
2949,1293,9/18/2018,ID
2012,2564,4/11/2020,SG
2680,3222,12/21/2018,MY
2559,3511,6/18/2021,MY
2408,1696,3/22/2019,ID
2971,2164,1/5/2021,SG
2862,1578,3/28/2019,ID
2297,1179,4/22/2018,ID
2733,2923,10/20/2020,SG
2086,4006,10/14/2019,PH
2276,3249,9/6/2021,MY
2679,2956,4/17/2021,SG
2971,1308,12/23/2020,ID
2069,3476,10/8/2021,MY
2793,4728,9/23/2019,SZ
2661,2359,9/15/2021,SG
2691,3083,10/9/2019,MY
2166,2666,7/22/2019,SG
2167,2553,7/9/2021,SG
2341,4775,5/21/2019,SZ
2648,1758,4/19/2019,ID
2718,1374,11/30/2019,ID
2224,1214,6/1/2020,ID
2551,3713,1/23/2021,MY
2647,2373,9/10/2021,SG
2471,1869,10/11/2018,ID
2635,3664,3/21/2019,MY
2501,2828,7/8/2020,SG
2657,3617,11/10/2018,MY
2052,4730,11/9/2019,SZ
2101,3883,7/11/2018,MY
2441,2624,3/9/2021,SG
2285,3068,3/22/2021,MY
2309,1762,3/1/2019,ID
2626,4146,3/30/2019,PH
2516,1256,2/7/2021,ID
2485,1919,8/4/2019,ID
2646,3703,2/28/2019,MY
2168,4042,11/11/2018,PH
2635,4545,4/21/2019,SZ
2627,1220,9/25/2018,ID
2447,2065,7/16/2021,SG
2597,3665,8/2/2019,MY
2055,3878,11/22/2021,MY
2016,2054,1/21/2021,SG
2268,4481,2/22/2021,PH
2686,1335,10/21/2021,ID
2035,1519,2/21/2018,ID
2673,4393,1/1/2021,PH
2981,1369,10/29/2020,ID
2863,4139,10/25/2021,PH
2245,1302,3/9/2019,ID
2088,1056,12/25/2020,ID
2246,1128,9/15/2018,ID
2634,1502,7/1/2021,ID
2062,3617,12/29/2020,MY
2923,2827,7/28/2020,SG
2582,3089,1/17/2021,MY
2047,1044,9/28/2018,ID
2523,3392,8/22/2019,MY
2862,4999,10/10/2018,SZ
2932,4581,5/29/2020,SZ
2959,2364,6/5/2020,SG
2180,2937,12/19/2018,SG
2017,2017,4/12/2019,SG
2392,4183,5/4/2021,PH
2715,1183,9/9/2018,ID
2840,4621,9/8/2020,SZ
2472,3248,8/27/2019,MY
2275,1982,8/16/2021,ID
2479,4348,8/7/2020,PH
2532,1109,12/20/2019,ID
2600,4236,12/2/2020,PH
2954,3445,6/9/2021,MY
2642,2903,9/24/2019,SG
2840,2541,4/19/2020,SG
2808,2265,2/26/2020,SG
2786,2854,10/10/2018,SG
2101,3699,11/24/2018,MY
2291,2674,10/14/2019,SG
2201,2838,8/25/2019,SG
2261,1417,9/30/2020,ID
2251,2575,10/30/2018,SG
2720,1280,7/28/2021,ID
2161,1147,11/8/2019,ID
2661,3660,11/15/2018,MY
2149,1094,9/16/2020,ID
2523,4960,12/1/2021,SZ
2307,1842,7/25/2018,ID
2084,1085,5/6/2018,ID
2506,3796,7/2/2019,MY
2313,1736,11/10/2020,ID
2203,4091,10/28/2021,PH
2284,2136,3/5/2018,SG
2092,4554,8/9/2019,SZ
2511,4242,5/9/2020,PH
2935,3900,4/14/2019,MY
2363,3192,8/14/2019,MY
2147,2562,5/1/2019,SG
2272,3361,9/8/2020,MY
2791,1885,9/5/2018,ID
2711,1100,12/19/2018,ID
2764,1709,1/4/2018,ID
2945,4406,9/13/2021,PH
2326,1879,12/8/2021,ID
2433,1709,5/19/2018,ID
2239,4840,3/2/2021,SZ
2857,1401,3/16/2019,ID
2844,3540,8/19/2020,MY
2747,3465,6/6/2020,MY
2464,1280,6/12/2021,ID
2091,1512,2/6/2021,ID
2607,2017,7/7/2020,SG
2042,2620,12/12/2020,SG
2996,4379,8/10/2020,PH
2200,4791,12/9/2019,SZ
2923,3601,5/2/2020,MY
2557,4945,4/6/2020,SZ
2784,4564,8/22/2018,SZ
2334,2423,5/16/2020,SG
2397,2271,9/3/2020,SG
2444,3464,2/28/2021,MY
2708,1503,3/1/2021,ID
2767,2098,10/3/2021,SG
2299,4763,11/30/2019,SZ
2968,3476,4/22/2018,MY
2932,3992,5/6/2019,MY
2431,2642,5/30/2019,SG
2924,4474,11/22/2019,PH
2404,3231,10/1/2018,MY
2467,1370,8/24/2019,ID
2037,1911,8/30/2019,ID
2495,3501,12/21/2021,MY
2803,3879,11/2/2021,MY
2785,2298,4/2/2021,SG
2450,4632,11/29/2019,SZ
2585,3705,9/16/2020,MY
2460,4471,9/7/2018,PH
2306,4298,3/13/2019,PH
2466,4271,12/30/2021,PH
2280,2295,1/4/2021,SG
2657,2154,2/16/2019,SG
2643,3660,8/7/2018,MY
2837,1028,2/28/2021,ID
2047,1175,12/1/2021,ID
2300,3415,12/5/2020,MY
2706,2228,9/6/2021,SG
2129,2222,2/1/2020,SG
2602,3201,9/24/2020,MY
2887,4717,7/18/2018,SZ
2145,3046,5/22/2020,MY
2817,1260,11/9/2018,ID
2080,2781,6/8/2020,SG
2298,1936,4/30/2021,ID
2809,4976,3/17/2021,SZ
2420,2830,3/25/2020,SG
2056,3473,9/26/2021,MY
2995,3160,3/10/2020,MY
2959,2957,2/3/2019,SG
2569,1071,7/28/2020,ID
2724,2490,11/20/2021,SG
2081,4092,7/25/2020,PH
2498,2910,9/17/2019,SG
2744,1059,3/15/2021,ID
2503,4799,5/10/2021,SZ
2718,3047,6/2/2018,MY
2186,1908,11/9/2018,ID
2228,4601,12/21/2019,SZ
2776,1774,4/9/2019,ID
2757,2060,10/24/2021,SG
2698,4080,7/22/2019,PH
2664,4613,6/24/2020,SZ
2360,2296,12/14/2019,SG
2407,3875,4/20/2021,MY
2960,4856,9/15/2018,SZ
2252,4503,6/8/2021,SZ
2998,2834,12/21/2020,SG
2606,1941,10/12/2019,ID
2240,3104,4/23/2018,MY
2720,2334,4/7/2019,SG
2077,1584,8/5/2018,ID
2312,2905,6/15/2021,SG
2101,4934,12/26/2019,SZ
2881,3726,4/26/2018,MY
2064,2961,4/9/2020,SG
2070,1479,1/20/2019,ID
2169,4508,10/27/2019,SZ
2958,3176,7/22/2021,MY
2782,2213,3/8/2020,SG
2838,3180,5/7/2019,MY
2065,1233,9/23/2021,ID
2006,4813,10/7/2018,SZ
2684,1655,1/9/2021,ID
2683,3713,1/20/2020,MY
2512,2121,12/30/2021,SG
2204,4315,5/25/2021,PH
2472,4388,7/4/2019,PH
2486,3649,4/27/2020,MY
2338,3620,9/22/2019,MY
2090,1850,3/2/2021,ID
2104,3039,3/2/2021,MY
2545,2482,11/2/2018,SG
2539,1397,1/1/2019,ID
2898,3999,11/10/2018,MY
2463,1981,4/6/2018,ID
2220,3737,5/5/2019,MY
2117,4266,4/14/2020,PH
2417,4444,8/18/2019,PH
2491,2691,5/7/2021,SG
2060,1875,6/23/2021,ID
2887,4327,12/30/2018,PH
2512,2477,10/26/2018,SG
2402,1457,2/24/2021,ID
2220,1196,1/28/2020,ID
2548,4944,3/14/2020,SZ
2037,4185,1/13/2018,PH
2486,1641,12/14/2018,ID
2517,1866,10/17/2019,ID
2595,1104,4/13/2018,ID
2279,1968,8/18/2020,ID
2211,4970,5/28/2019,SZ
2211,4309,12/28/2019,PH
2026,3978,4/24/2019,MY
2428,5000,11/29/2019,SZ
2760,1121,5/30/2020,ID
2009,4668,12/18/2019,SZ
2030,3907,8/10/2019,MY
2517,3159,8/15/2021,MY
2531,4045,2/18/2021,PH
2297,2465,12/18/2021,SG
2978,4978,9/24/2020,SZ
2492,4216,5/12/2019,PH
2729,1983,10/27/2018,ID
2808,4750,5/30/2021,SZ
2044,1133,9/1/2021,ID
2945,4148,1/22/2020,PH
2786,2904,9/25/2020,SG
2865,3379,8/19/2019,MY
2204,2341,5/28/2018,SG
2758,2377,4/10/2021,SG
2425,2862,11/8/2020,SG
2065,3272,11/6/2019,MY
2858,3954,1/1/2018,MY
2418,3656,1/18/2018,MY
2614,4600,3/31/2020,SZ
2951,1720,8/3/2021,ID
2915,1381,5/1/2018,ID
2650,2283,10/17/2021,SG
2476,1939,6/2/2018,ID
2100,3353,8/29/2021,MY
2255,3025,2/15/2018,MY
2548,3289,9/26/2018,MY
2367,1942,4/9/2019,ID
2179,4770,8/28/2019,SZ
2827,4430,12/6/2020,PH
2215,2625,1/11/2020,SG
2278,3113,8/4/2021,MY
2818,2252,1/14/2020,SG
2214,3269,3/25/2021,MY
2895,1243,4/18/2018,ID
2068,1221,9/7/2020,ID
2944,3899,2/4/2020,MY
2981,3194,3/16/2018,MY
2927,1313,6/4/2021,ID
2393,2218,9/28/2020,SG
2048,4113,5/28/2020,PH
2180,3589,2/13/2021,MY
2505,4595,5/14/2019,SZ
2250,3158,3/20/2018,MY
2213,2493,5/8/2020,SG
2600,3124,5/22/2019,MY
2484,3673,8/19/2020,MY
2023,2646,4/3/2019,SG
2730,3798,9/13/2019,MY
2660,4407,3/11/2018,PH
2136,3751,4/30/2020,MY
2207,1236,12/7/2020,ID
2704,2880,6/2/2019,SG
2160,2068,10/23/2019,SG
2500,2035,4/30/2021,SG
2548,3318,7/8/2021,MY
2795,4323,4/22/2019,PH
2743,1860,5/21/2019,ID
2791,3782,8/2/2018,MY
2593,4975,1/9/2020,SZ
2501,2500,12/12/2020,SG
2293,3626,10/15/2018,MY
2992,3552,12/5/2018,MY
2884,2249,4/20/2019,SG
2011,1930,5/1/2021,ID
2126,3514,10/24/2020,MY
2000,3256,11/26/2020,MY
2140,4350,3/12/2021,PH
2918,4558,7/18/2020,SZ
2619,3257,5/12/2021,MY
2209,2705,9/5/2018,SG
2957,1337,10/22/2021,ID
2298,3821,10/25/2018,MY
2754,2188,9/12/2021,SG
2681,4004,3/27/2018,PH
2789,1439,2/28/2018,ID
2882,3191,11/17/2021,MY
2831,4167,11/6/2019,PH
2489,4860,5/13/2019,SZ
2923,1501,10/21/2021,ID
2954,3921,7/29/2021,MY
2923,4841,8/28/2021,SZ
2062,2063,8/31/2018,SG
2139,4225,7/23/2020,PH
2604,2880,2/17/2020,SG
2473,2797,10/2/2021,SG
2170,2533,7/20/2021,SG
2579,2098,5/29/2019,SG
2394,1564,9/26/2019,ID
2066,4573,10/9/2018,SZ
2860,2462,7/2/2021,SG
2920,3224,12/20/2020,MY
2749,4146,12/6/2018,PH
2051,4062,5/18/2018,PH
2535,2598,7/16/2020,SG
2518,3754,2/16/2021,MY
2740,1370,11/4/2018,ID
2015,3691,10/24/2018,MY
2997,4678,2/18/2019,SZ
2360,4199,9/4/2019,PH
2730,4599,8/7/2021,SZ
2942,3224,3/17/2019,MY
2692,2988,9/20/2021,SG
2017,4043,2/11/2018,PH
2325,1509,5/10/2021,ID
2053,3348,11/20/2019,MY
2167,2057,3/6/2018,SG
2708,3965,10/18/2020,MY
2029,2627,7/12/2019,SG
2694,2795,1/27/2019,SG
2642,1267,4/7/2019,ID
2312,2594,5/9/2021,SG
2079,1989,2/7/2021,ID
2773,1808,11/16/2021,ID
2113,3398,1/23/2018,MY
2042,2736,6/26/2019,SG
2718,3789,8/17/2021,MY
2230,3057,5/10/2018,MY
2541,4632,2/19/2021,SZ
2340,3321,5/15/2019,MY
2726,1189,6/13/2019,ID
2772,3040,7/6/2021,MY
2833,3867,9/2/2020,MY
2425,4811,11/12/2021,SZ
2842,4637,4/15/2021,SZ
2281,2610,1/23/2020,SG
2715,4262,3/4/2019,PH
2953,2780,8/4/2021,SG
2217,2827,9/25/2020,SG
2776,3908,11/9/2020,MY
2644,2295,8/23/2020,SG
2824,3691,11/25/2019,MY
2314,1923,2/10/2018,ID
2095,4242,2/25/2020,PH
2083,4111,9/28/2021,PH
2264,1655,11/29/2021,ID
2489,1370,5/12/2020,ID
2162,3115,2/8/2018,MY
2533,3126,12/20/2019,MY
2000,1391,3/10/2019,ID
2665,1256,4/30/2020,ID
2995,4846,12/31/2018,SZ
2127,1591,6/4/2020,ID
2024,3018,3/24/2018,MY
2444,3627,1/6/2018,MY
2718,2796,1/3/2020,SG
2081,1323,10/29/2021,ID
2056,3712,2/15/2018,MY
2091,2255,7/18/2020,SG
2990,1869,1/14/2019,ID
2146,4129,4/2/2019,PH
2146,1464,3/15/2020,ID
2989,2752,3/31/2018,SG
2315,1193,6/19/2018,ID
2639,1641,4/18/2018,ID
2859,2133,7/7/2021,SG
2239,3819,9/8/2020,MY
2796,3110,1/3/2020,MY
2459,1117,9/18/2018,ID
2904,1913,11/19/2019,ID
2371,3942,12/30/2018,MY
2672,1476,10/6/2019,ID
2185,3664,7/28/2020,MY
2477,1061,2/12/2021,ID
2274,2352,8/8/2020,SG
2777,1254,1/15/2021,ID
2214,3694,10/27/2020,MY
2866,4417,6/6/2020,PH
2338,4913,7/5/2020,SZ
2347,4903,5/20/2020,SZ
2906,4736,11/23/2018,SZ
2993,3127,8/1/2020,MY
2548,4433,12/8/2019,PH
2455,4185,5/24/2019,PH
2654,4640,1/19/2018,SZ
2369,2151,8/8/2021,SG
2541,1720,7/27/2018,ID
2896,2884,6/13/2021,SG
2153,1190,6/15/2018,ID
2148,2687,8/11/2020,SG
2327,1462,9/16/2020,ID
2844,3676,12/28/2019,MY
2266,3957,1/23/2019,MY
2276,4748,11/6/2021,SZ
2992,4299,5/23/2019,PH
2502,4736,12/6/2020,SZ
2426,3409,8/25/2018,MY
2607,1004,8/8/2018,ID
2643,1386,10/3/2021,ID
2760,1572,6/6/2020,ID
2352,4394,12/6/2021,PH
2159,3763,8/24/2018,MY
2603,1677,8/23/2018,ID
2868,2393,7/2/2019,SG
2989,4075,5/21/2018,PH
2714,4796,10/23/2020,SZ
3000,4756,1/14/2019,SZ
2194,4710,9/21/2018,SZ
2485,1490,1/11/2020,ID
2641,4620,3/9/2020,SZ
2788,2207,1/23/2020,SG
2609,1690,11/1/2019,ID
2130,1686,6/8/2021,ID
2276,4582,3/31/2019,SZ
2247,3763,9/13/2018,MY
2223,4234,12/21/2018,PH
2958,4681,11/25/2018,SZ
2434,3395,5/5/2021,MY
2639,2445,8/17/2021,SG
2869,1011,11/6/2020,ID
2904,4313,6/18/2020,PH
2568,2136,9/14/2019,SG
2516,3654,1/14/2018,MY
2291,4636,6/12/2020,SZ
2138,2902,3/5/2021,SG
2493,4765,6/27/2019,SZ
2592,4934,6/30/2018,SZ
2171,3869,7/8/2021,MY
2660,1423,7/1/2021,ID
2216,1500,3/26/2020,ID
2273,4949,3/24/2020,SZ
2882,4784,6/19/2021,SZ
2927,2029,11/19/2019,SG
2623,4721,4/25/2018,SZ
2928,4040,9/14/2019,PH
2152,4620,2/13/2020,SZ
2129,1298,4/27/2021,ID
2688,4350,5/24/2019,PH
2340,1428,8/5/2018,ID
2651,1237,9/9/2021,ID
2622,2727,8/13/2021,SG
2920,3512,4/8/2018,MY
2452,1890,2/8/2018,ID
2400,1307,3/24/2021,ID
2209,2351,8/26/2020,SG
2571,2546,2/8/2020,SG
2208,3085,10/21/2020,MY
2693,4860,9/14/2021,SZ
2317,2184,1/27/2020,SG
2812,2367,5/26/2018,SG
2493,1070,3/6/2021,ID
2915,4262,4/18/2021,PH
2872,4563,4/4/2018,SZ
2235,3982,5/28/2018,MY
2571,3564,9/26/2020,MY
2092,3053,4/11/2021,MY
2300,2778,6/28/2019,SG
2302,1753,8/1/2020,ID
2083,2807,12/22/2021,SG
2642,4249,9/15/2021,PH
2028,2759,1/24/2019,SG
2902,1707,9/12/2021,ID
2114,1926,7/20/2021,ID
2867,3109,6/30/2018,MY
2581,4161,1/31/2019,PH
2194,2624,2/21/2018,SG
2822,3705,5/28/2019,MY
2425,4407,12/7/2018,PH
2804,4939,11/21/2019,SZ
2803,1826,3/23/2021,ID
2495,2875,5/20/2020,SG
2606,3186,7/20/2019,MY
2022,2548,11/17/2021,SG
2240,4318,2/2/2019,PH
2209,2326,2/25/2018,SG
2958,1035,8/6/2019,ID
2381,4266,2/25/2019,PH
2173,4075,6/24/2021,PH
2882,2631,9/10/2018,SG
2442,3650,9/17/2019,MY
2839,1782,7/29/2018,ID
2493,4405,11/28/2021,PH
2366,3409,1/16/2021,MY
2896,3439,3/5/2018,MY
2064,1212,9/18/2018,ID
2296,1461,10/27/2021,ID
2357,2672,7/26/2021,SG
2170,3534,9/19/2019,MY
2464,3804,12/30/2019,MY
2178,3013,11/15/2020,MY
2287,3270,4/10/2018,MY
2273,3794,11/20/2018,MY
2842,4156,1/17/2021,PH
2557,2471,10/1/2019,SG
2125,1983,11/22/2020,ID
2936,1276,4/28/2020,ID
2484,1306,11/24/2018,ID
2545,4443,2/2/2021,PH
2968,3263,10/19/2018,MY
2352,2937,1/8/2020,SG
2475,2278,6/2/2018,SG
2573,1389,5/8/2020,ID
2388,3806,3/19/2019,MY
2970,4444,10/30/2019,PH
2217,4291,8/21/2019,PH
2909,4365,12/26/2019,PH
2578,4295,6/14/2018,PH
2176,4068,11/14/2018,PH
2478,3859,8/27/2020,MY
2285,2126,3/29/2021,SG
2317,1938,3/20/2021,ID
2813,2834,10/5/2019,SG
2772,4704,11/17/2019,SZ
2961,1379,4/20/2018,ID
2243,3024,9/1/2019,MY
2651,1116,6/12/2019,ID
2006,4498,9/8/2021,PH
2163,1978,4/14/2020,ID
2603,2950,3/19/2021,SG
2501,1437,2/27/2019,ID
2727,2358,4/17/2021,SG
2130,4344,12/2/2020,PH
2477,4055,4/7/2018,PH
2125,3704,12/9/2019,MY
2710,1306,3/24/2018,ID
2225,3305,9/2/2018,MY
2694,1356,4/17/2021,ID
2192,1513,12/2/2018,ID
2529,1110,9/11/2020,ID
2207,2100,8/6/2021,SG
2669,3258,7/22/2018,MY
2722,4560,8/11/2019,SZ
2569,1801,7/4/2018,ID
2801,4370,8/27/2021,PH
2957,2551,3/21/2020,SG
2791,4578,8/7/2021,SZ
2714,4425,2/8/2020,PH
2180,3332,4/14/2021,MY
2030,3071,5/13/2018,MY
2715,4484,8/9/2019,PH
2411,3248,2/2/2018,MY
2382,2004,12/17/2019,SG
2321,1269,6/26/2019,ID
2284,4554,12/11/2019,SZ
2969,2402,11/5/2019,SG
2729,4330,1/21/2019,PH
2447,2698,1/27/2019,SG
2249,4769,7/26/2019,SZ
2316,1218,12/10/2019,ID
2880,4864,12/27/2019,SZ
2202,2888,1/30/2020,SG
2371,1885,12/8/2018,ID
2182,2429,12/8/2021,SG
2125,1218,3/11/2020,ID
2320,2721,12/6/2021,SG
2199,4712,4/9/2018,SZ
2724,2796,4/1/2021,SG
2078,1038,4/3/2018,ID
2643,3140,3/8/2020,MY
2903,2717,11/6/2020,SG
2954,1388,6/4/2019,ID
2254,1521,10/19/2018,ID
2086,1556,9/19/2020,ID
2201,1966,6/14/2018,ID
2937,3035,10/16/2020,MY
2447,3849,1/27/2020,MY
2339,2074,11/1/2021,SG
2292,1878,7/17/2018,ID
2280,4403,2/1/2018,PH
2550,1026,12/18/2018,ID
2234,2111,10/11/2021,SG
2304,4817,12/24/2020,SZ
2219,2170,12/30/2020,SG
2949,3712,2/1/2020,MY
2008,3854,12/18/2019,MY
2006,1026,4/26/2020,ID
2122,4249,11/7/2020,PH
2676,2457,3/15/2020,SG
2509,3567,7/4/2019,MY
2000,1674,2/18/2019,ID
2296,4500,7/3/2018,SZ
2474,2101,9/19/2018,SG
2018,3766,3/19/2018,MY
2755,2279,3/2/2019,SG
2299,3721,7/21/2019,MY
2696,4033,2/20/2019,PH
2150,4026,11/5/2018,PH
2114,3250,8/26/2020,MY
2621,2734,12/2/2018,SG
2236,3967,1/28/2021,MY
2945,1657,9/18/2020,ID
2343,4949,3/28/2018,SZ
2899,2635,6/8/2020,SG
2244,3253,10/11/2021,MY
2670,2469,1/5/2019,SG
2083,4615,9/20/2020,SZ
2520,3337,7/19/2021,MY
2555,3396,9/12/2020,MY
2926,2620,12/13/2019,SG
2349,3107,11/1/2018,MY
2437,4354,6/2/2018,PH
2691,1115,1/17/2021,ID
2725,4042,7/26/2020,PH
2851,1197,4/5/2018,ID
2614,2703,7/10/2019,SG
2940,3875,8/19/2020,MY
2407,4922,7/8/2020,SZ
2379,3034,9/9/2018,MY
2146,3636,10/21/2019,MY
2787,4373,6/19/2019,PH
2227,3690,9/4/2019,MY
2170,3746,3/31/2019,MY
2331,3565,4/9/2019,MY
2977,1834,10/1/2018,ID
2364,4419,1/9/2018,PH
2353,4985,8/19/2021,SZ
2187,4857,7/16/2020,SZ
2411,3455,2/12/2019,MY
2566,3112,2/22/2018,MY
2735,3900,10/21/2019,MY
2362,3692,7/17/2019,MY
2858,1506,2/27/2021,ID
2182,3175,1/10/2018,MY
2059,4489,6/20/2020,PH
2096,3041,2/12/2018,MY
2706,3132,1/21/2020,MY
2195,2762,4/8/2021,SG
2183,2346,3/29/2019,SG
2100,1398,4/16/2018,ID
2861,2635,3/3/2020,SG
2864,4083,7/2/2018,PH
2006,3125,5/22/2020,MY
2310,2367,11/21/2019,SG
2218,2745,11/18/2020,SG
2716,2120,10/3/2021,SG
2438,2100,9/15/2018,SG
2484,4906,7/4/2021,SZ
2922,3418,1/6/2021,MY
2222,1909,8/9/2021,ID
2766,3994,8/1/2019,MY
2042,1070,8/19/2020,ID
2404,4251,3/5/2020,PH
2412,2170,4/7/2020,SG
2417,4940,6/6/2020,SZ
2449,3601,9/8/2021,MY
